entity,state,type,affected,date,incident,location,business_associate
Epilepsy Florida,FL,Healthcare Provider,1832,3/30/21,Hacking/IT Incident,Network Server,Yes
University of Minnesota Physicians,MN,Healthcare Provider,683,3/30/20,Hacking/IT Incident,Email,No
Mid-Delaware Imaging,DE,Healthcare Provider,77110,3/30/20,Unauthorized Access/Disclosure,Network Server,No
"Sonoma County Indian Health Project, Inc",CA,Healthcare Provider,662,3/30/18,Unauthorized Access/Disclosure,Email,No
Guardian Pharmacy of Jacksonville,FL,Healthcare Provider,11521,3/30/18,Hacking/IT Incident,Email,No
Children’s National Medical Center,DC,Healthcare Provider,722,3/30/18,Theft,Laptop,No
"Milligan Chiropractic Group, Inc. d/b/a Del Mar Chiropractic Sports Group",CA,Healthcare Provider,2640,3/30/18,Theft,Laptop,No
Clarksburg - Louis A. Johnson VA Medical Center,WV,Healthcare Provider,1470,3/30/11,Unauthorized Access/Disclosure,Paper/Films,No
EISENHOWER MEDICAL CENTER,CA,Healthcare Provider,514330,3/30/11,Theft,Desktop Computer,No
County of Los Angeles,CA,Healthcare Provider,667,3/30/11,Theft,Laptop,No
"Computer Program and Systems, Inc. (CPSI)",AL,Business Associate,768,3/30/10,NA,Email,Yes
"La Clinica de La Raza, Inc.",CA,Healthcare Provider,31132,3/29/21,Hacking/IT Incident,Network Server,No
"Proteus Molecular and Clinical Lab, LLC",AL,Healthcare Provider,728,3/29/21,Unauthorized Access/Disclosure,Email,No
Burrell Behavioral Health,MO,Healthcare Provider,67493,3/29/19,Hacking/IT Incident,Network Server,Yes
Palmetto Health,SC,Healthcare Provider,23811,3/29/19,Hacking/IT Incident,Email,No
"Women’s Health USA, Inc.",CT,Business Associate,17531,3/29/19,Hacking/IT Incident,Email,Yes
"Amerigroup Iowa, Inc.",IA,Business Associate,1191,3/29/19,Unauthorized Access/Disclosure,Paper/Films,Yes
Main Line Endoscopy Centers,PA,Healthcare Provider,14305,3/29/19,Hacking/IT Incident,Email,No
"David E. Beneson, DPM",MI,Healthcare Provider,12542,3/29/19,Hacking/IT Incident,Network Server,No
Middletown Medical P.C.,NY,Healthcare Provider,63551,3/29/18,Unauthorized Access/Disclosure,Electronic Medical Record,No
New York City Health and Hospitals Corporation - Harlem Hospital,NY,Healthcare Provider,595,3/29/18,Theft,Laptop,No
"Myriad Genetic Laboratories, Inc.",UT,Healthcare Provider,643,3/29/14,Unauthorized Access/Disclosure,Email,No
"QuickRunner, Inc. (dba, RoadRunner Mailing Services)",CA,Business Associate,2400,3/29/13,Unauthorized Access/Disclosure,Paper/Films,Yes
"Sunil Kakar, Psy.D.",WA,Business Associate,629,3/29/13,Theft,Laptop,Yes
Rite Aid #10217,RI,Healthcare Provider,2082,3/29/13,Unknown,Paper/Films,No
St. Joseph's Medical Center,CA,Healthcare Provider,712,3/29/12,Theft,Paper/Films,No
Cambridge Health Alliance,MA,Healthcare Provider,2280,3/28/18,Hacking/IT Incident,Other,No
"Palomar Health, Privacy Manager Breach",CA,Healthcare Provider,5499,3/28/14,Theft,Other Portable Electronic Device,No
Franciscan Medical Group,WA,Healthcare Provider,8300,3/28/14,Other,Email,No
Jewish Hospital,KY,Healthcare Provider,2992,3/28/14,Other,Email,No
NYU School of Medicine Faculty Group Practice,NY,Healthcare Provider,670,3/28/11,Theft,Desktop Computer,No
"Rape & Brooks Orthodontics, P.C.",AL,Healthcare Provider,20744,3/28/11,Theft,Other,No
"Brandywine Urology Consultants, PA",DE,Healthcare Provider,131825,3/27/20,Hacking/IT Incident,Network Server,No
"Crossroads Technologies, Inc.",PA,Business Associate,897,3/27/20,Hacking/IT Incident,Network Server,Yes
"Tryon Medical Partners, PLLC",NC,Healthcare Provider,701,3/27/20,Unauthorized Access/Disclosure,Email,No
Stockdale Radiology,CA,Healthcare Provider,10700,3/27/20,Hacking/IT Incident,Desktop Computer,No
DePaul,NY,Healthcare Provider,902,3/27/19,Hacking/IT Incident,Email,No
"Northeast Philadelphia Vascular Surgeons, P.C.",PA,Healthcare Provider,8193,3/27/19,Hacking/IT Incident,Network Server,No
Project Vida Health Center,TX,Healthcare Provider,7700,3/27/15,Theft,Network Server,No
New,FL,Health Plan,500,3/27/15,Hacking/IT Incident,Network Server,No
Susquehanna Health,PA,Healthcare Provider,657,3/27/14,Unauthorized Access/Disclosure,Email,No
NOVA Chiropractic & Rehab Center,VA,Healthcare Provider,5534,3/27/14,Other,Other Portable Electronic Device,No
"Hypertension, Nephrology, Dialysis and Transplantation, PC",AL,Healthcare Provider,2465,3/27/10,Theft,Laptop,No
"BioTelemetry, Inc.",PA,Healthcare Provider,38575,3/26/21,Hacking/IT Incident,Network Server,Yes
"Healthgrades Operating Company, Inc.",GA,Business Associate,35485,3/26/21,Hacking/IT Incident,Email,Yes
Personal Touch Holding Corp.,NY,Business Associate,753107,3/26/21,Hacking/IT Incident,Network Server,Yes
"Trusted Health Plans, Inc.",DC,Health Plan,200665,3/26/21,Hacking/IT Incident,Network Server,No
UHHS Samaritan Medical Center,OH,Healthcare Provider,903,3/26/20,Unauthorized Access/Disclosure,Electronic Medical Record,No
"David S Daley, DMD",AZ,Healthcare Provider,1000,3/26/20,Theft,Network Server,No
Desert Valley Dental of Glendale,AZ,Healthcare Provider,7500,3/26/19,Unauthorized Access/Disclosure,Paper/Films,No
"GULFPORT ANESTHESIA SERVICES, PA",MS,Healthcare Provider,20000,3/26/19,Theft,Other,No
Walmart Inc.,AR,Healthcare Provider,741,3/26/18,Unauthorized Access/Disclosure,Other,No
Mississippi State Department of Health,MS,Healthcare Provider,30799,3/26/18,Unauthorized Access/Disclosure,Email,No
VA Palo Alto Health Care System,CA,Healthcare Provider,1600,3/26/18,Unauthorized Access/Disclosure,Paper/Films,No
"ABCD Pediatrics, P.A.",TX,Healthcare Provider,55447,3/26/17,Hacking/IT Incident,Network Server,No
Oregon Health & Science University,OR,Healthcare Provider,1114,3/26/13,Theft,Laptop,No
Griffin Hospital,CT,Healthcare Provider,957,3/26/10,Hacking/IT Incident,Network Server,No
"Cytometry Specialists, Inc., d/b/a CSI Laboratories",GA,Healthcare Provider,312000,3/25/22,Hacking/IT Incident,Network Server,No
Health Net of California,CA,Health Plan,550828,3/25/21,Hacking/IT Incident,Network Server,Yes
Health Net Life Insurance Company,CA,Health Plan,30842,3/25/21,Hacking/IT Incident,Network Server,Yes
Health Net Community Solutions,CA,Health Plan,688603,3/25/21,Hacking/IT Incident,Network Server,Yes
CalViva Health,CA,Health Plan,15287,3/25/21,Hacking/IT Incident,Network Server,Yes
California Health & Wellness,CA,Health Plan,80242,3/25/21,Hacking/IT Incident,Network Server,Yes
The Centers for Advanced Orthopaedics,MD,Healthcare Provider,125291,3/25/21,Hacking/IT Incident,Email,No
New Jersey Department of Human Services,NJ,Health Plan,2300,3/25/20,Hacking/IT Incident,Network Server,No
VA Sierra Nevada Health Care System,NV,Healthcare Provider,702,3/25/20,Unauthorized Access/Disclosure,Paper/Films,No
Superior Dental Care Alliance,OH,Business Associate,38260,3/25/19,Hacking/IT Incident,Email,Yes
Superior Dental Care,OH,Health Plan,38260,3/25/19,Hacking/IT Incident,Email,No
Lane Community College Health Clinic,OR,Healthcare Provider,1911,3/25/17,Hacking/IT Incident,Laptop,No
Washington University School of Medicine,MO,Healthcare Provider,80270,3/25/17,Hacking/IT Incident,Email,No
Mercy Iowa City,IA,Healthcare Provider,15625,3/25/16,Hacking/IT Incident,Network Server,No
"7-Eleven, Inc. Comprehensive Welfare Benefits Plan No. 525",TX,Health Plan,1688,3/25/15,Hacking/IT Incident,Network Server,Yes
Stoetzel's Planet Chiropractic,IL,Healthcare Provider,1000,3/25/14,Theft,Other Portable Electronic Device,No
Citywide Health Plan,UT,Health Plan,718,3/24/21,Hacking/IT Incident,Network Server,No
"Solis Health Plans, Inc.",FL,Health Plan,2649,3/24/21,Hacking/IT Incident,Network Server,Yes
"San Fernando Valley Medical Group, Inc.",CA,Healthcare Provider,1657,3/24/21,Hacking/IT Incident,Network Server,No
VA Northern California Health Care System,CA,Healthcare Provider,645,3/24/21,Unauthorized Access/Disclosure,Paper/Films,No
"Morton Medical Center, PLLC",WA,Healthcare Provider,3000,3/24/16,Hacking/IT Incident,Network Server,No
Northgate Medical PC,MA,Business Associate,2500,3/24/16,Unauthorized Access/Disclosure,Email,Yes
McDermott Will & Emery LLP is the plan sponsor for the McDermott medical plan,IL,Health Plan,880,3/24/15,Hacking/IT Incident,Network Server,Yes
Pediatric Associates,FL,Healthcare Provider,627,3/24/15,Loss,Paper/Films,No
Freelancers Insurance Company,NY,Health Plan,43068,3/24/15,Hacking/IT Incident,Network Server,No
"Orlando Health, Inc.",FL,Healthcare Provider,586,3/24/14,Loss,Other Portable Electronic Device,No
Yellowstone Boys and Girls Ranch,MT,Healthcare Provider,543,3/24/14,Loss,Paper/Films,No
Talyst,WA,Business Associate,1079,3/24/14,Theft,Laptop,Yes
Haven Behavioral Healthcare,TN,Business Associate,21714,3/23/21,Hacking/IT Incident,Network Server,Yes
Dallas County Hospital District d/b/a Parkland Health & Hospital System,TX,Healthcare Provider,1566,3/23/21,Unauthorized Access/Disclosure,Email,No
University of Miami,FL,Healthcare Provider,86000,3/23/21,Hacking/IT Incident,Network Server,No
"Renew Wellness Center, PLLC",MT,Healthcare Provider,730,3/23/20,Theft,Other Portable Electronic Device,No
"FACKLER FAMILY CHIROPRACTIC, LLC",OH,Healthcare Provider,1731,3/23/20,Theft,Paper/Films,No
Health Care Service Corporation,IL,Health Plan,574,3/23/20,Unauthorized Access/Disclosure,Email,No
WellSpan Health,PA,Health Plan,732,3/23/17,Unauthorized Access/Disclosure,Paper/Films,Yes
"Specialty Dental Partners of Philadelphia, PLLC.- DBA Rich Orthodontics",PA,Healthcare Provider,960,3/23/17,Theft,Laptop,No
"Excel Plus Home Health, Incorporated",TX,Healthcare Provider,524,3/23/16,Theft,Desktop Computer,No
AT&T Group Health Plan,TX,Health Plan,50000,3/23/15,Hacking/IT Incident,Network Server,No
Duke University Health System,NC,Healthcare Provider,1370,3/23/12,Unauthorized Access/Disclosure,Other,No
"Caremark PCS Health, L.L.C. (formerly known as Caremark PCS Health, L.P.)",IL,Business Associate,3482,3/23/12,Other,Paper/Films,Yes
Chicago Muscoskeletal Institute,IL,Healthcare Provider,750,3/23/12,Unauthorized Access/Disclosure,Network Server,No
Texas Health Arlington Memorial Hospital,TX,Healthcare Provider,654,3/23/11,Unknown,Electronic Medical Record,No
Mount Sinai Medical Center,FL,Healthcare Provider,2600,3/23/10,Theft,Laptop,No
Reliant Rehabilitation,TX,Business Associate,614,3/22/21,Hacking/IT Incident,Email,Yes
Ambry Genetics Corporation,CA,Healthcare Provider,232772,3/22/20,Hacking/IT Incident,Email,No
Mayo Clinic,MN,Healthcare Provider,1902,3/22/19,Unauthorized Access/Disclosure,Other,No
Human Development Center,MN,Healthcare Provider,1200,3/22/19,Hacking/IT Incident,Email,No
Oregon Department of Human Services,OR,Business Associate,625000,3/22/19,Hacking/IT Incident,Email,Yes
"Navicent Health, Inc.",GA,Healthcare Provider,404993,3/22/19,Hacking/IT Incident,Email,No
City of Houston Medical Plan,TX,Health Plan,34637,3/22/18,Theft,Laptop,No
"Urology Austin, PLLC",TX,Healthcare Provider,279663,3/22/17,Hacking/IT Incident,Network Server,No
"Metropolitan Jewish Health System, Inc. d/b/a MJHS",NY,Business Associate,50000,3/22/16,Hacking/IT Incident,Email,Yes
Texas Tech Unversity Health Sciences Center,TX,Healthcare Provider,697,3/22/13,Unauthorized Access/Disclosure,Paper/Films,No
Granger Medical Clinic,UT,Healthcare Provider,2600,3/22/13,Theft,Paper/Films,No
University of Utah,UT,Healthcare Provider,3670,3/21/20,Hacking/IT Incident,Email,No
"National Mentor Healthcare, LLC.",MA,Healthcare Provider,1015,3/21/18,Loss,Other Portable Electronic Device,Yes
"Mentor ABI, LLC",MA,Healthcare Provider,994,3/21/18,Loss,Other Portable Electronic Device,Yes
"Center for Comprehensive Services, Inc.",MA,Healthcare Provider,1176,3/21/18,Loss,Other Portable Electronic Device,Yes
"CareMeridian, LLC",MA,Healthcare Provider,1922,3/21/18,Loss,Other Portable Electronic Device,Yes
National Counseling Group,VA,Healthcare Provider,23000,3/21/16,Hacking/IT Incident,Email,No
Bozeman Health Deaconess Hospital,MT,Healthcare Provider,1124,3/21/16,Unauthorized Access/Disclosure,Paper/Films,No
Sutherland Healthcare Solutions,CA,Business Associate,55900,3/21/14,Theft,Desktop Computer,Yes
"HealthPartners Administrators, Inc.",MN,Business Associate,715,3/21/14,Unauthorized Access/Disclosure,Other Portable Electronic Device,Yes
"HealthPartners Administrators, Inc.",MN,Business Associate,1699,3/21/14,Unauthorized Access/Disclosure,Other Portable Electronic Device,Yes
"HealthPartners Administrators, Inc.",MN,Business Associate,796,3/21/14,Unauthorized Access/Disclosure,Other Portable Electronic Device,Yes
HealthPartners Inc,MN,Health Plan,27839,3/21/14,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
University of Mississippi Medical Center,MS,Healthcare Provider,500,3/21/13,Loss,Laptop,No
"River City Whole Health, Ltd.",MT,Healthcare Provider,2714,3/20/21,Unauthorized Access/Disclosure,Paper/Films,No
Georgia Department of Human Services,GA,Healthcare Clearing House,500,3/20/20,Loss,Paper/Films,No
Golden Valley Health Centers,CA,Healthcare Provider,38628,3/20/20,Hacking/IT Incident,Email,No
Otis R. Bowen Center for Human Services,IN,Healthcare Provider,35804,3/20/20,Hacking/IT Incident,Email,No
Virginia Department of Behavioral Health and Developmental Services,VA,Healthcare Provider,657,3/20/20,Unauthorized Access/Disclosure,Email,No
"Prestera Center for Mental Health Services, Inc.",WV,Healthcare Provider,670,3/20/18,Hacking/IT Incident,Email,No
UNC Health Care,NC,Healthcare Provider,1298,3/20/17,Unauthorized Access/Disclosure,Paper/Films,No
Highland Rivers Community Service Board,GA,Healthcare Provider,967,3/20/17,Unauthorized Access/Disclosure,Paper/Films,No
Life Care Center of Attleboro,MA,Healthcare Provider,2473,3/20/15,Loss,Paper/Films,Yes
Mount Sinai Medical Center,FL,Healthcare Provider,1406,3/20/15,Unauthorized Access/Disclosure,Paper/Films,No
Florida Hospital,FL,Healthcare Provider,8700,3/20/15,Unauthorized Access/Disclosure,Other,No
Community Health Network,IN,Healthcare Provider,650,3/20/15,Loss,Paper/Films,No
Berea College,KY,Healthcare Provider,1000,3/20/14,Other,Electronic Medical Record,No
"HealthCare for Women, Inc.",MA,Healthcare Provider,8727,3/20/13,Hacking/IT Incident,Network Server,No
Victor Community Support Services,CA,Business Associate,1634,3/19/21,Theft,Other Portable Electronic Device,Yes
Insulet Corporation,MA,Healthcare Provider,9050,3/19/21,Hacking/IT Incident,Network Server,Yes
SalusCare,FL,Healthcare Provider,85000,3/19/21,Hacking/IT Incident,Email,No
Total Life Healthcare,AR,Healthcare Provider,528,3/19/21,Hacking/IT Incident,Network Server,Yes
Hawaii Pacific Health,HI,Business Associate,836,3/19/20,Loss,Paper/Films,Yes
Providence Health Plan,OR,Health Plan,651,3/19/19,Theft,Laptop,Yes
Kane Hall Barry Neurology,TX,Healthcare Provider,600,3/19/15,Theft,Laptop,No
Career Education Corporation,IL,Health Plan,2743,3/19/15,Hacking/IT Incident,Network Server,Yes
M&C Children's Clinic PA,TX,Healthcare Provider,6300,3/19/13,Hacking/IT Incident,Network Server,No
Brandman Centers for Senior Care,CA,Health Plan,521,3/18/21,Hacking/IT Incident,Network Server,Yes
"Florida PACE Centers, Inc",FL,Health Plan,1502,3/18/21,Unauthorized Access/Disclosure,Network Server,Yes
Villa of Hope,NY,Healthcare Provider,2410,3/18/21,Hacking/IT Incident,Network Server,No
West Virginia Senior Advantage,WV,Health Plan,1049,3/18/21,Hacking/IT Incident,Network Server,Yes
Stavros Center for Independent Living Inc.,MA,Healthcare Provider,2347,3/18/21,Unauthorized Access/Disclosure,Other,No
"NeoGenomics Laboratories, Inc.",FL,Healthcare Provider,910,3/18/20,Unauthorized Access/Disclosure,Email,No
ZOLL Services LLC,PA,Healthcare Provider,277319,3/18/19,Hacking/IT Incident,Network Server,Yes
Frederick Memorial Hospital,MD,Healthcare Provider,760,3/18/19,Hacking/IT Incident,Email,No
Val Verde Regional Medical Center,TX,Healthcare Provider,2000,3/18/16,Hacking/IT Incident,Network Server,No
"Lindsay House Surgery Center, LLC",NY,Healthcare Provider,773,3/18/16,Theft,Paper/Films,No
Advantage Consolidated LLC,OR,Healthcare Provider,151626,3/18/15,Hacking/IT Incident,Other,No
"StayWell Health Management, LLC",MN,Business Associate,1746,3/18/14,Unauthorized Access/Disclosure,Network Server,Yes
"Coventry Health Care, Inc.",MD,Business Associate,765,3/18/11,Unauthorized Access/Disclosure,Paper/Films,Yes
"Laboratory Corporation of America/Dynacare Northwest, Inc.",WA,Healthcare Provider,5080,3/18/10,Theft,Laptop,No
California Department of State Hospitals,CA,Healthcare Provider,5014,3/17/21,Unauthorized Access/Disclosure,Network Server,No
"Sleep Medicine Associates of Texas, P.A.",TX,Healthcare Provider,994,3/17/21,Unauthorized Access/Disclosure,Paper/Films,No
"Hoyman Hong, M.D.",CA,Healthcare Provider,720,3/17/21,Unauthorized Access/Disclosure,Email,No
VNA Home Health and Hospice,MO,Healthcare Provider,517,3/17/21,Unauthorized Access/Disclosure,Email,No
Hawaii Pacific Health,HI,Business Associate,3772,3/17/20,Unauthorized Access/Disclosure,Electronic Medical Record,Yes
"Augusta Foot & Ankle, P.C.",GA,Healthcare Provider,4854,3/17/20,Hacking/IT Incident,Network Server,No
Lifesprk,MN,Healthcare Provider,9000,3/17/20,Hacking/IT Incident,Email,No
"Tandem Diabetes Care, Inc.",CA,Healthcare Provider,140781,3/17/20,Hacking/IT Incident,Email,No
"Rocky Mountain Health Maintenance Organization, Inc.",CO,Health Plan,1320,3/17/17,Unauthorized Access/Disclosure,Paper/Films,No
Houston Methodist Hospital,TX,Healthcare Provider,1417,3/17/17,Unauthorized Access/Disclosure,Email,No
Hospital for Special Surgery,NY,Healthcare Provider,647,3/17/16,Unauthorized Access/Disclosure,Email,No
W. Christopher Bryant DDS PC,MI,Healthcare Provider,2200,3/17/16,Loss,Other Portable Electronic Device,No
Blue Cross Blue Shield of Michigan,MI,Health Plan,3903,3/17/15,Theft,Paper/Films,No
Premera Blue Cross,WA,Health Plan,11000000,3/17/15,Hacking/IT Incident,Network Server,No
TMA Practice Management Group,TX,Business Associate,2260,3/17/14,Loss,Other Portable Electronic Device,Yes
Lee Memorial Health System,FL,Healthcare Provider,3800,3/17/10,Other,Paper/Films,No
